"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"PCYO","Pure Cycle Corporation","5.5","130647539","n/a","United States","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/pcyo",
"IMED","PureFunds ETFx HealthTech ETF","25.02","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imed",
"FINQ","Purefunds Solactive FinTech ETF","24.2","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/finq",
"PCF","Putnam High Income Bond Fund","7.87","108124214.34","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcf",
"PMM","Putnam Managed Municipal Income Trust","7.67","412913069.4","n/a","United States","1989","n/a","n/a","http://www.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","4.36","236135707.76","n/a","United States","1988","n/a","n/a","http://www.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","12.92","492438900.72","n/a","United States","1993","n/a","n/a","http://www.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","4.8","525219168","n/a","United States","1988","n/a","n/a","http://www.nasdaq.com/symbol/ppt",
"PVH","PVH Corp.","108.77","8726506915.99","n/a","United States","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pvh",
"PZN","Pzena Investment Management Inc","7.5","504256185","n/a","United States","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/pzn",
"QADA","QAD Inc.","24.15","478436567.7","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","21.16","419201564.08","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","31.65","413424390.3","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QEP","QEP Resources, Inc.","17.62","4221852293.04","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"QRVO","Qorvo, Inc.","57.29","7327183094.59","n/a","United States","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QTS","QTS Realty Trust, Inc.","53.67","2567606612.1","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/qts",
"QUAD","Quad Graphics, Inc","25.31","1266436748.41","n/a","United States","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","106.62","1412689304.58","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kwr",
"QCOM","QUALCOMM Incorporated","68.06","100296509083.1","n/a","United States","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","12.12","745458573.96","n/a","United States","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","3.49","7126649.8","n/a","United States","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","38","1344194406","n/a","United States","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"NX","Quanex Building Products Corporation","16.65","569771258.4","n/a","United States","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","28.49","4108090336.35","n/a","United States","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/pwr",
"QTM","Quantum Corporation","0.925","249006756.95","n/a","United States","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"DGX","Quest Diagnostics Incorporated","83.67","11631545445.39","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/dgx",
"QRHC","Quest Resource Holding Corporation.","1.93","28649888.86","n/a","United States","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","0.82","55582619.24","n/a","United States","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","21.86","708096311.94","n/a","United States","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"QPAC","Quinpario Acquisition Corp. 2","9.91","433562500","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpac",
"QPACU","Quinpario Acquisition Corp. 2","10.1008","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacu",
"QPACW","Quinpario Acquisition Corp. 2","0.15","0","n/a","United States","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacw",
"QNST","QuinStreet, Inc.","3.15","144113933.25","n/a","United States","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"Q","Quintiles IMS Holdings, Inc.","74.54","8831572994.6","n/a","United States","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/q",
"QUMU","Qumu Corporation","3.3","30466887","n/a","United States","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"CTAA","Qwest Corporation","27.55","0","n/a","United States","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","25.9","0","n/a","United States","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctbb",
"CTU","Qwest Corporation","25.78","0","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","26.45","0","n/a","United States","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","25.36","0","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTX","Qwest Corporation","25.55","3201916086.6","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"CTY","Qwest Corporation","25.68","0","n/a","United States","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","26","0","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctz",
"RRD","R.R. Donnelley & Sons Company","19","442277326","n/a","United States","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RAX","Rackspace Hosting, Inc","31.92","4015702622.4","n/a","United States","2008","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rax",
"RDN","Radian Group Inc.","14.65","3140436438.3","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rdn",
"RLGT^A","Radiant Logistics, Inc.","25.81","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a",
"RLGT","Radiant Logistics, Inc.","2.75","134403687","n/a","United States","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"ROIA","Radio One, Inc.","2.5","121408305","n/a","United States","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roia",
"ROIAK","Radio One, Inc.","2.6","126264637.2","n/a","United States","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roiak",
"RSYS","RadiSys Corporation","4.92","188336340.48","n/a","United States","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","47.54","2048153459.6","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","7.65","355207890.6","n/a","United States","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RAS","RAIT Financial Trust","3.19","294077528.47","n/a","United States","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ras",
"RAS^A","RAIT Financial Trust","21.0691","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^a",
"RAS^B","RAIT Financial Trust","22","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^b",
"RAS^C","RAIT Financial Trust","23.16","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^c",
"RFT","RAIT Financial Trust","23.19","0","n/a","United States","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rft",
"RFTA","RAIT Financial Trust","24.87","0","n/a","United States","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rfta",
"RL","Ralph Lauren Corporation","98.6","8110685930.8","n/a","United States","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"RMBS","Rambus, Inc.","11.99","1317660353.9","n/a","United States","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RPT","Ramco-Gershenson Properties Trust","17.69","1401896023.22","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpt",
"RPT^D","Ramco-Gershenson Properties Trust","64.0965","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpt^d",
"RAND","Rand Capital Corporation","3.4","21517029.2","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","0.7272","13458358.7568","n/a","United States","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"RNDB","Randolph Bancorp, Inc.","13.85","81281855.1","n/a","United States","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/rndb",
"RRC","Range Resources Corporation","36.15","6148664462.55","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"RPD","Rapid7, Inc.","15.37","646688092.89","n/a","United States","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd",
"RPTP","Raptor Pharmaceutical Corp.","9","767761083","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rptp",
"RAVE","Rave Restaurant Group, Inc.","2.8","29838342.8","n/a","United States","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","21.65","782838149.9","n/a","United States","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn",
"RJD","Raymond James Financial, Inc.","26.15","0","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjd",
"RJF","Raymond James Financial, Inc.","58.81","8332445920.08","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","13.63","589678492.77","n/a","United States","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ryam",
"RYAM^A","Rayonier Advanced Materials Inc.","106.2","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ryam^a",
"RYN","Rayonier Inc.","26.58","3265796939.16","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","137.66","40622777700","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtn",
"ROLL","RBC Bearings Incorporated","71.59","1700435890.98","n/a","United States","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","11.2201","110329666.8416","n/a","United States","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","7.04","86558165.76","n/a","United States","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","13.59","317121223.05","n/a","United States","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","15.8","355225159","n/a","United States","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","2.12","1405169.92","n/a","United States","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RELY","Real Industry, Inc. ","5.8","169717198.8","n/a","United States","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely",
"RNWK","RealNetworks, Inc.","4.59","168909870.24","n/a","United States","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RLGY","Realogy Holdings Corp.","24.71","3585085561.75","n/a","United States","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/rlgy",
"RP","RealPage, Inc.","27.5","2207292340","n/a","United States","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"O","Realty Income Corporation","62.3","16108871937.9","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/o",
"O^F","Realty Income Corporation","25.92","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/o^f",
"RETA","Reata Pharmaceuticals, Inc.","25.09","0","n/a","United States","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reta",
"UTG","Reaves Utility Income Fund","29.99","1029363894.29","n/a","United States","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"DAX","Recon Capital DAX Germany ETF","24.72","14832000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax",
"QYLD","Recon Capital NASDAQ-100 Covered Call ETF","22.59","18072000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld",
"REPH","Recro Pharma, Inc.","7.58","74813197.7","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RHT","Red Hat, Inc.","78.21","14046208791.12","n/a","United States","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","8.3","167900816.2","n/a","United States","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rlh",
"RRGB","Red Robin Gourmet Burgers, Inc.","46.25","614549973.75","n/a","United States","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","22.67","941325412.52","n/a","United States","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rrr",
"RWT","Redwood Trust, Inc.","14.34","1103243813.1","n/a","United States","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rwt",
"REED","Reeds, Inc.","4.2","58414637.4","n/a","United States","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed",
"RBC","Regal Beloit Corporation","59.05","2642650182.75","n/a","United States","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","23","3606220117","n/a","United States","2002","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rgc",
"REG","Regency Centers Corporation","74.14","7746854643.88","n/a","United States","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/reg",
"REG^F","Regency Centers Corporation","25.5701","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^f",
"REG^G","Regency Centers Corporation","25.71","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^g",
"REGN","Regeneron Pharmaceuticals, Inc.","362.25","38142934798.5","n/a","United States","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","16.85","445941636.15","n/a","United States","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgnx",
"RM","Regional Management Corp.","22.1","252299346","n/a","United States","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","10.61","13317652647.36","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.96","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","29.14","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","11.62","536317869.64","n/a","United States","1991","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rgs",
"RGLS","Regulus Therapeutics Inc.","2.81","148425116.06","n/a","United States","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"RGA","Reinsurance Group of America, Incorporated","108.17","6929995314.43","n/a","United States","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","29.95","0","n/a","United States","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","29.11","0","n/a","United States","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/rzb",
"REIS","Reis, Inc","21.05","238419162.3","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"RS","Reliance Steel & Aluminum Co.","68.55","4971920257.8","n/a","United States","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/rs",
"RELV","Reliv&#39; International, Inc.","3.99","7363892.13","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"RWC","RELM Wireless Corporation","5.2","71457094.8","n/a","United States","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"MARK","Remark Media, Inc.","4.08","84492858.72","n/a","United States","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","34.18","1438502009.32","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","9.06","350433561.06","n/a","United States","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi",
"RCG","RENN Fund, Inc.","1.34","5981715.78","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RNVA","Rennova Health, Inc.","0.1553","6577172.42","n/a","United States","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnva",
"RNVAZ","Rennova Health, Inc.","0.05","0","n/a","United States","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnvaz",
"RCII","Rent-A-Center Inc.","9.56","507791455.16","n/a","United States","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RTK","Rentech, Inc.","2.93","67942723.99","n/a","United States","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RGEN","Repligen Corporation","29.27","988931352.59","n/a","United States","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","1.87","45477360.28","n/a","United States","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RBCAA","Republic Bancorp, Inc.","31.25","651938968.75","n/a","United States","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","4","151669512","n/a","United States","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"RSG","Republic Services, Inc.","50.55","17330830875.45","n/a","United States","1998","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/rsg",
"REFR","Research Frontiers Incorporated","2.38","57224353.48","n/a","United States","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RMD","ResMed Inc.","63.76","8971027983.12","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","30.78","474250483.44","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren",
"RESN","Resonant Inc.","4.59","44020973.34","n/a","United States","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RSO","Resource Capital Corp.","12.56","391440400.72","n/a","United States","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rso",
"RSO^A","Resource Capital Corp.","23.2","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^a",
"RSO^B","Resource Capital Corp.","22.34","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^b",
"RSO^C","Resource Capital Corp.","22.5","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^c",
"RECN","Resources Connection, Inc.","14.54","525891327.68","n/a","United States","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"RH","Restoration Hardware Holdings Inc.","29.83","1214415752.26","n/a","United States","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"ROIC","Retail Opportunity Investments Corp.","21.28","2316725191.2","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"RPAI","Retail Properties of America, Inc.","15.85","3762521818","n/a","United States","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","26.06","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"SALE","RetailMeNot, Inc.","9.9","481897765.8","n/a","United States","2013","Consumer Services","Advertising","http://www.nasdaq.com/symbol/sale",
"RVP","Retractable Technologies, Inc.","2.61","77386171.14","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RTRX","Retrophin, Inc.","20.51","753355517.32","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","14.85","423001284.75","n/a","United States","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","5.5502","56160731.0372","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rven",
"REV","Revlon, Inc.","35.05","1840063522.3","n/a","United States","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"RVLT","Revolution Lighting Technologies, Inc.","7.23","150260005.5","n/a","United States","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt",
"REX","REX American Resources Corporation","81","533144349","n/a","United States","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"REXX","Rex Energy Corporation","0.53","50525763.37","n/a","United States","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RNN","Rexahn Pharmaceuticals, Inc.","0.1704","36347816.964","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"REXR","Rexford Industrial Realty, Inc.","21.95","1449318748.55","n/a","United States","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","25.18","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rexr^a",
"RXN","Rexnord Corporation","20.4","2095325350.8","n/a","United States","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RAI","Reynolds American Inc","55.1","78560939076.8","n/a","United States","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RFIL","RF Industries, Ltd.","1.8","15903869.4","n/a","United States","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","24.46","116886684.02","n/a","United States","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RMP","Rice Midstream Partners LP","23.2","1883163650.4","n/a","United States","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/rmp",
"RIBT","RiceBran Technologies","1.2101","12823417.599","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.25","0","n/a","United States","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","6.23","80015397.49","n/a","United States","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","2.6","245933071.8","n/a","United States","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"NAME","Rightside Group, Ltd.","8.87","171241656.57","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name",
"RNET","RigNet, Inc.","17.2","306267396.8","n/a","United States","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet",
"REI","Ring Energy, Inc.","10.73","449770064.53","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei",
"RAD","Rite Aid Corporation","7.03","7396503875.92","n/a","United States","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RTTR","Ritter Pharmaceuticals, Inc.","3.2","27470915.2","n/a","United States","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rttr",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","20.005","210052500","n/a","United States","2016","n/a","n/a","http://www.nasdaq.com/symbol/opp",
"RVSB","Riverview Bancorp Inc","5.56","125143868.4","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb",
"RLI","RLI Corp.","57.91","2536164801.67","n/a","United States","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJE","RLJ Entertainment, Inc.","1.78","9000094.74","n/a","United States","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RLJ","RLJ Lodging Trust","20.92","2600860841.44","n/a","United States","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RMGN","RMG Networks Holding Corporation","0.75","27661530.75","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"RIF","RMR Real Estate Income Fund","20.83","159380890.81","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif",
"RRTS","Roadrunner Transportation Systems, Inc","7.75","297030909.75","n/a","United States","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","38.66","5031219706.74","n/a","United States","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"ROBO","ROBO Global Robotics and Automation Index ETF","27.78","127788000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"FUEL","Rocket Fuel Inc.","2.82","125357138.52","n/a","United States","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"ROK","Rockwell Automation, Inc.","119.67","15485306735.91","n/a","United States","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","79.21","10291853124.35","n/a","United States","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"RMTI","Rockwell Medical, Inc.","6.04","311222337.08","n/a","United States","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","10.3","77092348.2","n/a","United States","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/rcky",
